longitude,latitude,Number_of_Vehicles,Number_of_Casualties,Time,Speed_limit,Accident_Severity
105.5,75.5,37.3,83.7,16.17,90.2,4.0
73.6,128.0,35.9,55.7,19.35,192.0,1.0
16.7,31.7,37.9,69.8,16.85,42.5,3.0
117.4,117.4,3.4,13.6,9.98,53.5,4.0
101.8,180.4,32.6,82.6,1.82,192.3,3.0
49.7,130.9,17.8,96.6,5.70,171.5,1.0
18.9,90.2,24.6,65.1,4.11,9.7,1.0
3.4,134.9,2.6,87.1,11.96,178.0,4.0
90.8,100.3,18.6,24.5,18.57,77.0,3.0
44.6,111.3,5.2,94.3,10.24,46.5,3.0
82.6,148.4,30.6,34.6,4.47,20.5,4.0
38.4,97.6,18.2,17.8,10.13,74.0,4.0
32.5,21.7,5.7,49.8,4.79,78.9,2.0
84.8,105.9,49.6,88.8,9.67,85.8,4.0
90.3,42.9,37.9,87.6,19.02,178.0,1.0
78.6,13.4,6.1,79.9,7.03,87.8,1.0
31.0,54.9,34.9,96.7,20.83,143.8,2.0
73.4,173.4,23.3,99.1,1.48,173.7,2.0
27.0,26.2,5.1,49.8,15.34,135.1,3.0
109.6,41.3,20.8,8.0,7.95,13.2,4.0
62.1,63.1,28.8,14.1,18.85,56.4,2.0
72.1,37.2,41.0,40.5,4.69,9.3,1.0
68.1,11.1,12.6,97.5,20.60,188.1,4.0
82.0,165.2,47.6,68.1,5.73,145.2,2.0
25.1,21.6,12.6,77.3,17.79,161.7,1.0
6.7,121.8,8.1,30.8,11.20,137.1,2.0
30.5,155.2,8.3,36.0,11.31,150.8,1.0
10.1,71.8,22.6,69.1,8.39,187.4,3.0
103.3,109.6,39.1,7.5,22.08,124.9,4.0
61.2,36.8,3.8,93.6,12.77,168.6,2.0
79.0,133.9,16.4,60.6,8.92,80.3,2.0
37.3,110.1,12.3,76.4,1.46,149.1,1.0
29.6,36.3,47.9,22.1,7.38,83.4,3.0
96.2,75.0,8.0,43.0,12.89,189.3,3.0
123.3,165.4,13.8,100.2,2.27,186.3,3.0
19.6,170.5,18.9,16.1,13.86,118.6,1.0
63.1,55.2,20.2,16.6,12.64,85.5,4.0
41.1,140.6,38.0,46.1,18.54,70.7,4.0
74.7,72.1,3.2,35.7,21.42,50.1,2.0
126.3,17.0,23.2,67.5,21.98,106.1,1.0
90.9,31.1,40.1,6.5,9.54,180.2,2.0
94.2,127.9,30.8,67.5,22.90,97.7,2.0
8.0,106.7,26.1,9.7,5.92,76.0,2.0
84.7,164.4,35.8,38.1,10.68,42.9,4.0
93.4,13.9,20.5,15.1,23.44,33.2,2.0
87.6,129.3,9.8,26.7,19.83,89.2,1.0
15.6,162.8,27.8,61.4,13.24,190.2,1.0
52.6,184.7,17.9,52.0,4.11,137.2,4.0
47.6,90.0,22.6,19.7,8.53,79.8,1.0
118.4,93.6,15.4,20.7,9.00,103.4,1.0
109.7,93.7,11.9,81.0,9.80,9.1,2.0
17.1,135.1,10.5,68.7,8.25,18.4,2.0
8.4,164.4,10.9,57.2,8.97,19.2,1.0
38.9,187.3,30.7,24.8,19.08,156.8,4.0
64.2,52.8,21.5,45.2,13.52,178.7,4.0
48.8,145.4,45.8,17.7,9.47,121.9,2.0
48.1,59.7,28.9,43.9,11.91,178.9,3.0
113.1,94.8,25.3,65.8,22.18,141.9,2.0
115.9,104.9,6.9,96.0,19.75,112.1,1.0
116.5,29.3,48.0,44.4,1.99,112.3,3.0
53.4,62.2,23.9,48.9,20.99,10.5,4.0
31.3,183.4,47.8,35.5,22.67,29.7,1.0
88.8,68.2,48.0,67.5,20.21,70.8,4.0
31.1,181.3,29.1,51.8,0.71,142.9,1.0
43.2,29.4,45.6,27.8,4.64,183.6,3.0
75.2,158.4,46.5,68.0,20.89,153.2,4.0
59.2,55.1,27.8,12.5,0.99,113.3,2.0
33.1,112.1,33.6,33.5,18.38,176.0,2.0
96.3,110.8,44.9,45.8,1.26,189.3,2.0
88.9,89.6,25.3,91.2,1.32,183.3,2.0
105.9,82.6,31.1,82.2,17.38,39.3,4.0
30.1,118.3,44.6,6.6,1.02,74.5,4.0
47.7,105.3,19.3,25.9,23.19,95.4,2.0
38.7,108.8,17.2,58.9,19.31,27.0,3.0
65.5,39.8,41.8,47.4,3.07,46.0,1.0
117.0,69.9,30.8,44.1,5.37,54.0,1.0
29.5,91.4,29.8,54.4,1.99,163.7,2.0
59.0,118.3,39.1,15.1,0.43,140.5,4.0
49.8,45.4,1.9,92.6,20.85,125.2,3.0
51.5,42.3,10.5,5.6,20.28,183.1,2.0
41.3,65.9,20.5,28.5,12.85,129.5,1.0
33.1,123.8,35.2,55.0,18.30,184.7,2.0
67.9,163.9,34.4,3.7,19.48,59.6,4.0
83.0,173.3,31.5,53.4,4.05,95.6,4.0
78.4,96.8,45.7,16.4,4.63,96.4,1.0
75.8,78.4,7.1,96.8,17.55,187.1,4.0
67.2,47.7,20.7,64.7,9.72,130.8,2.0
70.4,18.5,26.8,36.3,14.78,84.4,3.0
33.4,133.6,38.2,50.8,8.14,165.1,4.0
40.5,30.1,1.8,27.9,20.01,17.3,4.0
74.0,72.5,34.7,11.2,4.90,19.8,2.0
58.4,76.5,17.4,58.3,3.11,60.3,3.0
7.3,66.4,12.0,63.6,6.45,127.6,1.0
72.9,149.5,2.5,75.1,7.90,107.1,1.0
8.2,158.0,42.0,82.3,23.52,67.9,4.0
94.4,176.0,15.4,87.7,14.18,54.7,3.0
113.9,152.4,36.0,87.1,15.92,157.0,3.0
82.3,188.1,19.3,14.5,11.90,43.9,2.0
117.5,29.7,24.2,63.7,12.36,126.4,4.0
45.6,189.9,27.4,4.7,18.70,176.8,4.0
33.2,159.7,13.0,72.5,8.10,199.8,3.0
37.4,87.2,27.2,3.9,7.09,146.0,4.0
102.8,134.8,12.4,60.1,1.03,72.2,2.0
125.7,13.6,11.7,45.5,1.89,85.3,3.0
3.5,130.8,12.4,72.4,20.61,135.6,3.0
117.2,90.7,25.6,36.9,15.19,182.4,3.0
61.0,84.3,47.0,88.0,11.90,175.8,4.0
104.7,73.8,18.1,36.3,3.66,174.3,4.0
97.1,187.5,30.7,31.9,10.50,88.1,4.0
114.5,111.7,11.1,48.0,8.83,191.7,4.0
11.6,183.1,12.5,96.1,17.92,18.1,3.0
77.0,57.2,46.3,89.3,12.29,198.9,1.0
120.8,121.3,1.2,0.3,8.33,28.7,2.0
124.4,131.5,6.5,74.3,18.66,76.6,1.0
14.4,111.6,41.2,26.3,13.58,61.0,3.0
4.6,155.3,15.9,9.0,8.44,93.6,2.0
1.9,100.7,19.0,41.1,3.14,163.3,4.0
87.8,105.9,36.4,32.1,4.78,121.3,3.0
7.2,42.1,36.9,81.2,2.72,132.2,1.0
35.1,43.2,7.2,9.3,23.75,97.7,2.0
125.3,182.1,44.8,96.3,20.98,164.8,4.0
107.7,188.2,48.7,53.1,1.26,154.6,2.0
30.8,143.4,12.2,2.5,12.42,95.5,1.0
76.2,29.8,32.2,90.8,17.17,104.8,1.0
94.5,92.0,41.8,49.6,16.57,174.0,2.0
33.0,101.7,29.3,75.4,23.41,139.8,1.0
99.3,179.4,9.3,33.8,19.81,43.2,2.0
20.8,185.3,35.2,80.5,20.78,71.1,2.0
77.1,165.4,46.6,95.3,13.85,20.9,2.0
80.0,50.3,28.7,6.4,18.52,124.8,3.0
9.5,116.1,49.6,65.6,4.85,127.5,4.0
69.9,115.0,11.4,82.2,15.30,138.9,4.0
18.8,154.2,23.1,15.2,9.19,133.9,4.0
109.6,179.1,9.1,75.2,14.32,20.8,3.0
49.8,56.4,44.8,100.6,17.29,105.5,4.0
71.1,67.0,4.4,10.0,20.05,54.5,3.0
116.0,127.4,30.6,58.7,18.60,65.8,1.0
57.7,72.0,44.6,60.5,3.65,98.8,2.0
3.7,41.0,5.5,11.4,11.55,137.9,3.0
123.9,12.5,30.1,34.1,20.24,182.9,3.0
58.9,58.1,29.8,13.9,1.98,156.7,2.0
117.2,96.1,3.3,24.6,0.71,188.1,2.0
13.6,184.4,25.0,94.2,1.19,153.8,2.0
77.7,113.9,1.4,98.8,23.75,192.5,2.0
115.0,69.3,21.3,12.9,20.10,70.1,2.0
38.0,20.7,29.5,12.4,20.13,105.2,3.0
59.9,88.9,20.9,69.9,16.38,177.8,3.0
36.8,42.0,47.8,77.7,21.64,87.3,4.0
50.5,86.5,23.0,60.1,13.70,146.3,2.0
30.2,43.9,26.8,88.9,20.17,148.1,2.0
79.1,30.2,45.0,15.8,18.16,44.2,4.0
13.2,86.8,30.9,80.6,13.38,11.5,2.0
17.2,112.4,31.9,81.6,15.06,174.4,4.0
8.5,73.3,5.2,78.9,2.53,140.2,4.0
107.7,19.7,20.8,67.8,21.48,48.8,1.0
87.7,174.5,48.5,96.8,19.82,156.1,1.0
44.6,82.1,20.1,14.2,16.81,74.9,2.0
92.2,169.1,12.6,31.6,1.40,146.1,1.0
56.4,43.2,5.9,49.5,22.53,185.4,1.0
90.0,189.0,20.9,50.5,13.38,67.7,2.0
63.0,34.1,49.6,90.4,6.30,40.5,2.0
5.6,37.9,40.3,15.7,4.86,61.5,4.0
50.4,164.6,33.9,30.8,19.15,39.7,2.0
51.2,67.2,33.4,32.3,15.61,161.1,4.0
24.0,188.3,48.7,36.2,16.17,131.9,1.0
5.1,159.3,37.5,12.2,19.11,18.3,1.0
4.4,128.7,14.4,97.4,15.22,134.9,4.0
58.8,24.3,46.3,57.0,0.88,11.8,3.0
119.2,122.1,35.2,82.8,1.41,42.3,2.0
88.4,112.7,49.8,10.7,21.07,162.1,2.0
16.7,43.8,29.3,90.5,23.84,97.7,2.0
82.0,69.3,35.2,39.2,3.98,105.5,1.0
59.8,90.7,36.3,49.6,4.79,186.8,4.0
27.8,32.9,8.2,40.5,3.78,30.7,4.0
102.5,47.4,38.6,43.5,10.17,169.3,3.0
100.6,15.9,37.6,22.4,10.86,152.9,3.0
58.3,38.9,35.6,56.6,16.70,135.5,2.0
105.3,115.9,47.4,97.6,5.08,127.9,1.0
123.3,38.2,28.8,47.8,3.13,134.9,3.0
53.0,42.6,21.3,25.6,7.57,49.9,2.0
24.3,180.0,27.6,18.2,16.54,180.9,4.0
6.4,63.1,41.7,26.3,22.62,66.3,3.0
116.1,71.1,6.0,75.8,23.97,162.2,2.0
35.3,145.4,32.3,68.8,16.16,11.0,1.0
5.5,147.2,5.4,77.1,19.54,123.7,4.0
47.9,46.4,32.2,9.5,10.82,81.6,1.0
3.1,177.0,26.0,15.9,17.67,154.9,4.0
103.8,164.6,10.7,10.6,1.33,26.9,3.0
44.3,74.1,27.1,97.6,18.92,61.2,2.0
91.1,132.8,29.1,1.7,4.41,53.1,2.0
48.2,99.7,41.9,64.4,2.30,17.1,1.0
93.3,175.7,17.4,33.2,16.22,9.4,1.0
81.6,15.8,19.8,27.4,22.91,180.3,2.0
2.1,47.0,37.9,78.7,17.88,96.0,2.0
2.0,33.3,18.2,64.2,13.13,175.6,1.0
5.6,89.1,39.6,15.7,18.77,72.3,3.0
93.5,152.8,20.3,69.5,3.84,191.8,1.0
13.5,13.1,36.0,74.6,19.60,23.2,3.0
23.2,11.6,18.9,46.9,20.19,113.1,1.0
74.6,96.9,34.6,63.3,18.71,54.7,4.0
40.5,131.6,20.6,4.4,8.25,189.8,4.0
114.6,170.6,45.5,46.5,11.16,61.1,2.0
29.9,22.7,39.4,4.6,15.15,107.5,3.0
117.7,133.3,14.5,49.7,17.55,96.4,4.0
88.6,165.0,47.4,61.4,1.31,101.0,4.0
7.5,127.6,46.3,76.9,22.01,168.7,4.0
112.4,138.3,41.7,46.4,23.58,61.7,4.0
80.0,56.3,7.2,92.7,6.61,199.9,2.0
8.7,139.2,33.9,29.7,22.14,199.9,3.0
67.1,171.4,24.7,41.3,20.23,185.2,2.0
111.8,102.6,20.8,41.9,16.87,168.7,2.0
63.7,31.3,41.6,83.0,8.26,92.0,4.0
126.9,179.7,3.6,79.2,5.46,167.0,1.0
70.3,178.1,35.3,16.3,7.37,152.2,4.0
44.3,43.6,48.1,74.9,17.20,173.4,3.0
106.8,177.9,18.5,24.4,6.61,142.6,3.0
14.3,87.3,18.2,48.1,18.97,44.2,2.0
66.2,131.7,4.9,64.8,20.41,64.3,4.0
106.8,17.2,28.4,11.0,19.97,153.7,4.0
1.2,65.7,38.3,24.6,9.23,101.7,4.0
48.4,114.7,9.8,28.0,2.45,7.7,4.0
1.7,12.9,48.4,16.4,4.83,113.8,4.0
114.5,160.4,24.2,47.0,18.21,179.5,3.0
36.8,37.6,2.7,1.7,21.56,50.6,4.0
36.9,93.9,34.6,78.4,19.24,116.4,4.0
113.1,103.4,46.9,76.8,5.16,198.7,2.0
16.1,80.7,46.3,5.0,3.79,61.7,2.0
84.5,17.3,36.4,21.8,5.39,84.2,2.0
106.3,65.7,23.6,41.3,16.17,11.7,3.0
25.0,187.2,33.3,91.2,13.93,105.5,3.0
29.1,42.0,3.2,68.3,23.62,189.3,2.0
76.9,154.0,13.1,73.0,23.13,103.6,4.0
15.7,168.0,39.2,64.9,14.13,58.6,3.0
40.6,57.2,3.2,94.9,8.78,111.8,4.0
5.7,120.7,22.5,68.8,1.92,114.9,2.0
124.5,50.1,4.7,45.8,4.36,42.3,1.0
88.1,26.8,41.2,40.3,5.11,90.9,1.0
106.7,81.6,34.6,83.5,13.26,176.3,2.0
55.6,153.0,16.2,40.4,10.47,96.4,3.0
77.4,96.5,34.0,52.5,12.94,74.9,3.0
68.5,110.0,43.1,26.2,7.36,30.9,2.0
23.0,16.0,37.9,69.3,14.86,96.1,4.0
65.7,72.8,12.7,66.7,22.62,184.0,1.0
99.5,12.6,26.9,84.9,20.21,30.4,2.0
115.4,50.4,26.8,34.3,23.71,175.5,2.0
124.0,159.8,18.9,50.6,14.39,97.6,4.0
83.1,147.9,29.3,28.5,14.13,198.6,2.0
67.6,144.0,44.6,60.5,13.84,144.1,1.0
16.3,132.9,33.8,97.7,19.58,99.4,3.0
113.1,54.6,46.4,20.7,22.85,142.7,4.0
3.8,62.5,37.7,71.6,16.55,73.0,3.0
37.8,130.1,10.6,44.7,20.41,145.7,4.0
11.6,152.3,25.0,19.0,4.16,40.6,4.0
120.0,28.0,38.1,85.0,7.67,196.2,2.0
88.0,161.9,20.3,23.6,22.45,103.0,1.0
115.7,31.9,34.1,10.7,14.06,127.7,1.0
10.4,176.6,37.5,66.1,18.63,87.0,4.0
126.7,50.5,23.4,64.1,14.40,107.0,4.0
88.3,82.9,16.5,24.4,6.78,123.3,2.0
52.8,181.2,44.4,40.3,18.94,185.1,1.0
13.2,73.9,1.8,82.3,4.28,79.3,3.0
90.2,103.8,21.2,88.2,17.26,108.3,3.0
54.2,50.0,2.1,92.2,9.16,124.3,1.0
21.1,170.6,8.4,55.1,20.85,131.6,4.0
87.6,62.2,24.0,57.5,20.72,17.1,1.0
3.4,16.6,13.3,76.8,0.38,138.7,2.0
30.5,173.8,25.1,45.1,12.37,41.7,2.0
62.3,169.8,38.3,91.0,8.63,164.4,4.0
42.5,102.8,2.5,48.8,14.62,51.6,1.0
32.2,147.1,4.9,5.0,5.65,9.3,4.0
126.6,162.5,9.5,90.1,11.61,165.7,3.0
35.1,121.4,14.2,74.8,21.47,7.9,3.0
50.3,146.4,21.0,76.4,11.97,31.0,1.0
123.7,128.9,8.9,24.1,9.90,76.3,3.0
4.9,167.8,42.7,89.8,11.41,16.4,3.0
24.2,114.4,25.9,63.4,10.72,31.9,3.0
50.4,158.7,10.7,84.2,2.07,163.0,1.0
43.9,126.8,11.2,90.9,13.00,5.7,3.0
29.7,38.7,26.3,87.4,6.59,168.8,1.0
102.2,11.4,34.8,70.6,20.51,145.2,3.0
28.2,42.0,45.9,38.5,5.09,128.9,4.0
79.8,176.1,6.8,98.4,23.80,182.5,4.0
120.8,52.8,46.7,11.5,13.74,124.9,1.0
27.7,55.4,4.4,10.7,17.61,121.5,3.0
13.4,58.6,39.3,16.8,18.46,8.3,4.0
76.0,126.5,26.7,29.8,1.01,24.8,4.0
81.4,46.9,3.3,32.2,19.00,158.9,3.0
11.6,15.7,31.2,32.4,6.50,60.2,2.0
46.5,22.9,34.6,0.2,2.07,197.5,1.0
75.0,37.0,35.6,87.7,3.31,27.7,4.0
48.1,35.1,17.2,49.7,2.59,101.5,1.0
25.6,42.3,28.6,24.8,22.18,23.9,2.0
112.0,28.6,34.6,60.7,21.03,158.5,3.0
112.0,70.4,22.7,14.8,20.93,86.7,3.0
108.6,123.7,29.7,57.2,14.60,166.0,1.0
107.6,161.1,42.8,62.3,7.49,130.6,4.0
38.5,29.7,42.9,68.8,10.60,74.7,3.0
124.8,96.0,41.9,10.3,11.58,147.6,3.0
94.7,53.3,13.1,75.5,23.28,157.6,3.0
37.1,140.7,13.9,73.3,15.47,13.3,4.0
1.8,55.7,9.0,97.0,17.50,39.5,1.0
74.3,102.4,11.5,5.6,0.32,115.1,3.0
23.0,183.2,39.8,58.3,3.17,112.7,4.0
88.4,79.3,31.1,4.7,21.19,119.1,2.0
32.2,79.7,36.2,12.6,0.13,103.4,1.0
42.1,143.7,41.0,0.9,16.32,110.3,3.0
11.6,104.5,22.0,28.0,23.14,168.9,1.0
111.2,118.3,41.6,30.4,23.08,144.9,1.0
30.7,129.6,22.9,21.9,12.92,148.9,1.0
37.0,36.7,33.6,63.3,12.22,126.9,2.0
38.0,37.2,44.3,16.3,16.82,167.6,3.0
49.1,139.1,1.3,30.6,0.59,171.5,4.0
111.7,58.5,29.9,5.0,1.26,198.5,1.0
47.1,98.1,25.3,83.4,1.08,143.9,2.0
50.8,168.3,38.2,95.2,16.63,164.2,1.0
93.4,112.4,13.2,55.6,11.68,136.6,4.0
91.8,53.6,10.4,8.4,8.77,171.2,1.0
104.9,108.8,49.7,58.0,1.43,78.6,1.0
26.5,90.2,17.9,61.5,7.22,67.0,2.0
42.5,11.6,16.6,2.3,19.55,181.5,4.0
96.4,74.5,44.3,93.1,8.06,122.4,2.0
67.6,70.1,30.0,34.0,7.69,169.0,1.0
110.1,179.6,5.2,42.4,3.03,42.3,1.0
1.9,168.7,31.2,82.0,13.90,60.3,3.0
35.4,19.7,19.6,84.1,22.41,139.9,2.0
119.4,90.4,40.5,96.6,1.55,33.0,4.0
63.1,140.4,35.7,71.6,14.19,179.2,1.0
87.1,188.6,5.5,92.3,7.86,67.9,3.0
30.3,143.2,28.8,91.1,17.73,194.4,1.0
120.3,73.1,18.9,15.7,8.74,108.1,4.0
82.0,62.1,28.8,20.6,22.60,40.4,3.0
103.3,65.3,33.7,90.9,7.97,167.2,2.0
108.2,84.4,34.5,81.4,16.47,48.3,1.0
72.6,79.8,28.2,23.9,9.26,105.2,1.0
50.7,104.3,23.7,86.5,19.06,90.3,2.0
93.5,186.5,40.0,98.3,12.57,161.3,4.0
115.6,105.2,47.9,88.4,23.46,171.0,2.0
110.4,103.6,15.4,21.6,8.85,47.9,2.0
116.7,134.4,6.0,97.7,10.29,138.7,3.0
38.0,77.7,2.7,87.8,12.80,189.4,2.0
70.3,130.5,39.3,36.6,3.88,16.8,3.0
61.2,183.8,36.1,72.2,10.11,93.4,4.0
82.9,134.0,40.7,55.9,11.60,62.8,3.0
15.6,117.7,35.3,79.0,16.84,22.8,2.0
34.1,151.1,26.1,65.5,0.59,58.5,2.0
72.3,13.5,9.8,47.6,16.81,47.4,2.0
64.5,167.0,8.3,78.0,14.47,118.6,3.0
36.0,83.3,42.0,66.2,21.43,192.0,4.0
63.1,168.2,6.8,56.5,22.83,193.7,1.0
24.3,38.6,44.5,52.2,13.62,35.4,3.0
45.2,148.3,35.5,2.5,20.47,197.1,2.0
88.8,91.6,1.2,66.2,6.66,42.1,4.0
16.4,31.3,40.1,57.9,5.91,29.6,1.0
10.7,99.2,39.6,71.3,9.58,19.9,2.0
126.5,161.0,43.0,0.1,13.31,13.8,2.0
15.6,157.3,36.4,68.1,3.82,86.7,2.0
80.0,35.7,49.2,5.5,20.91,23.2,2.0
8.1,186.6,31.3,55.2,10.73,109.5,3.0
59.7,149.3,27.2,49.8,2.40,97.2,1.0
22.6,156.6,24.1,18.3,11.81,65.7,1.0
81.2,134.4,13.6,37.4,1.45,157.1,2.0
66.7,144.9,38.8,34.9,18.45,87.2,2.0
44.6,155.1,27.0,38.4,10.85,38.0,3.0
117.1,111.8,14.1,98.6,13.25,70.2,3.0
87.1,154.0,37.9,52.3,9.03,91.4,4.0
26.6,133.6,11.4,13.4,10.41,37.4,3.0
84.0,155.3,16.5,69.0,15.94,89.4,2.0
91.9,183.7,30.7,15.0,13.19,141.3,3.0
47.1,118.4,25.9,60.2,0.04,137.5,1.0
5.1,46.3,41.5,88.1,14.42,27.3,4.0
106.4,124.9,38.4,84.5,0.05,190.0,3.0
28.7,38.6,43.4,88.8,2.11,72.1,3.0
33.9,150.5,40.9,59.6,3.98,42.2,2.0
80.1,170.4,38.7,89.7,20.04,127.4,1.0
106.0,174.7,22.2,68.3,15.69,133.3,1.0
125.2,29.2,24.2,25.5,7.13,163.8,4.0
117.5,150.8,11.6,44.5,22.33,141.4,4.0
47.7,27.9,25.5,0.9,11.67,24.5,4.0
88.9,150.6,37.6,51.4,12.48,187.7,2.0
21.6,14.8,9.6,82.1,3.56,51.8,4.0
7.9,90.8,6.4,61.7,2.65,95.5,3.0
61.5,125.5,14.7,38.7,4.24,124.5,4.0
70.2,179.7,42.5,75.9,4.04,124.1,3.0
51.9,188.7,40.5,47.4,20.23,8.7,4.0
52.6,106.7,4.8,49.9,11.80,176.2,2.0
112.6,137.7,10.2,34.5,2.43,37.2,4.0
15.0,185.7,7.9,4.8,14.74,130.9,2.0
119.6,154.7,17.3,32.8,11.42,60.5,3.0
80.6,76.8,11.9,1.4,14.71,178.8,3.0
37.4,173.1,46.6,77.2,18.66,149.7,2.0
28.5,93.0,26.1,27.1,20.75,174.5,4.0
76.8,72.7,48.6,5.4,22.78,92.4,2.0
3.1,164.9,45.2,79.6,8.82,40.0,2.0
125.9,55.8,45.2,38.8,4.08,31.8,4.0
50.6,141.5,25.0,93.3,20.56,23.7,3.0
126.3,81.6,37.3,45.8,0.19,157.8,3.0
119.7,111.3,49.3,84.0,8.69,110.8,4.0
19.1,29.4,13.2,99.7,10.29,66.9,2.0
32.2,84.8,4.8,53.9,9.92,57.0,4.0
109.9,54.5,49.2,15.0,10.52,115.2,4.0
124.7,77.6,46.5,71.7,18.47,145.8,1.0
6.2,182.1,18.6,90.4,15.11,163.8,2.0
88.6,165.0,28.9,13.4,23.57,54.6,2.0
73.1,95.3,14.4,43.5,22.11,105.1,2.0
24.6,97.2,14.3,34.7,5.31,111.0,1.0
126.4,38.8,33.8,10.9,8.65,127.0,4.0
114.0,70.1,20.0,60.1,2.89,63.3,4.0
4.7,76.9,34.6,55.4,5.51,176.6,3.0
111.9,72.5,46.4,33.9,18.05,72.1,3.0
22.4,72.8,40.7,53.9,11.71,150.2,4.0
24.6,60.3,11.3,76.8,20.47,78.6,4.0
123.6,153.1,10.7,8.7,11.36,12.3,1.0
25.2,112.8,38.3,14.9,10.05,166.2,1.0
83.5,108.1,10.8,95.2,19.54,189.7,2.0
58.5,179.6,42.7,87.4,17.52,179.3,2.0
78.4,155.7,44.6,70.8,14.33,169.7,3.0
42.7,67.7,2.4,55.5,0.54,49.9,1.0
29.7,27.5,8.0,39.3,1.97,171.6,2.0
23.4,174.7,24.4,14.5,1.51,105.3,1.0
48.6,125.5,29.3,88.0,17.17,99.6,3.0
78.9,59.8,41.9,83.2,17.82,140.2,4.0
79.6,40.7,17.4,74.8,7.47,177.5,4.0
75.6,180.9,49.5,53.3,10.93,122.9,1.0
16.7,40.7,1.9,45.7,7.84,48.2,1.0
93.5,73.1,14.2,91.9,8.91,92.7,2.0
71.7,95.9,47.1,58.6,10.47,86.4,4.0
60.6,110.3,24.7,26.3,20.11,177.0,2.0
11.8,163.1,40.8,27.7,8.99,32.3,2.0
127.3,78.1,27.4,86.1,11.46,94.5,4.0
51.7,135.6,21.2,39.9,0.93,64.8,2.0
119.5,144.3,14.5,80.4,13.98,168.1,1.0
16.0,89.9,16.5,5.5,17.47,49.8,1.0
109.1,39.1,34.3,32.6,11.84,75.9,2.0
2.8,159.5,12.5,7.6,3.55,68.7,4.0
5.5,18.4,24.6,92.8,5.72,18.8,2.0
83.5,72.1,4.5,24.6,4.30,64.3,4.0
125.7,51.6,6.3,45.0,17.84,194.5,1.0
88.5,76.5,13.5,41.3,19.76,94.0,2.0
35.4,160.8,46.6,79.2,15.86,143.6,3.0
127.5,61.8,37.5,42.0,16.33,190.2,2.0
25.7,144.7,35.4,11.7,19.80,74.1,3.0
81.0,185.4,30.8,81.9,16.59,23.9,1.0
68.8,92.3,8.5,5.1,1.29,83.0,1.0
123.8,35.4,27.3,43.5,0.34,76.8,2.0
44.1,109.5,5.9,16.5,21.51,16.4,2.0
33.8,44.9,12.3,54.1,16.55,60.3,1.0
27.3,89.7,38.9,93.1,14.64,153.6,3.0
121.7,184.9,4.5,68.8,10.87,14.1,1.0
12.6,59.1,18.7,44.5,9.73,156.5,2.0
16.7,102.2,9.8,63.9,0.28,122.9,3.0
104.5,72.2,34.3,2.8,5.34,110.4,3.0
103.8,138.1,29.8,46.8,2.87,23.4,2.0
82.7,43.7,14.9,38.3,13.17,104.7,4.0
94.8,142.1,2.1,9.5,6.73,25.2,3.0
26.4,17.2,39.6,13.0,7.12,13.8,2.0
29.7,124.7,7.3,94.4,23.40,182.2,3.0
12.2,90.6,27.7,28.6,21.97,155.4,2.0
33.1,102.0,2.2,3.2,10.44,173.2,3.0
20.5,157.5,5.8,66.8,7.80,148.1,3.0
113.1,66.3,43.8,5.7,8.95,137.9,4.0
49.2,81.4,29.5,61.4,5.17,9.1,2.0
11.2,37.1,12.2,95.2,12.96,74.0,1.0
7.3,19.2,19.9,22.8,14.12,192.2,3.0
123.9,135.2,45.5,65.7,2.21,54.9,1.0
98.2,16.3,11.5,98.6,2.40,40.4,1.0
50.4,26.8,5.9,61.4,2.98,104.4,1.0
124.3,157.9,44.2,98.5,2.30,174.1,3.0
29.2,102.8,33.7,37.4,8.44,40.5,1.0
64.2,42.2,38.4,48.9,13.64,119.4,4.0
51.2,149.5,23.3,27.6,19.85,168.8,2.0
43.4,20.7,32.6,64.5,18.09,49.9,4.0
69.5,139.2,4.7,87.1,21.64,40.2,2.0
82.4,71.7,38.1,26.4,2.61,25.3,4.0
55.6,185.3,37.5,92.2,9.15,105.6,3.0
48.3,92.1,26.3,76.4,1.98,29.8,2.0
98.9,163.7,35.8,14.0,5.24,34.3,2.0
41.0,16.0,35.2,99.5,0.46,85.3,4.0
65.5,55.7,30.0,42.6,7.64,29.5,1.0
109.6,32.4,23.9,52.6,20.52,10.3,3.0
111.6,173.8,21.6,49.2,1.58,157.6,2.0
57.0,175.7,13.9,52.2,6.31,123.2,3.0
42.9,20.6,7.4,80.1,17.71,179.2,4.0
113.7,27.2,36.0,10.9,18.96,84.8,1.0
114.2,186.1,15.5,83.7,20.06,55.8,4.0
124.2,136.1,22.3,67.5,22.32,166.8,1.0
110.6,82.3,25.1,96.5,18.44,109.3,2.0
77.6,102.9,42.1,35.3,18.48,135.6,4.0
11.3,62.6,15.6,52.4,18.19,63.5,2.0
67.7,69.7,8.1,21.7,17.99,141.1,2.0
93.2,181.3,33.9,93.1,7.15,146.4,4.0
103.9,151.6,30.7,75.6,0.02,177.8,4.0
70.6,99.6,21.8,63.1,23.40,169.8,3.0
102.1,76.9,39.1,78.2,15.87,179.5,1.0
97.2,125.1,3.5,67.1,13.78,35.5,3.0
113.5,112.9,9.3,62.4,20.53,39.2,4.0
91.5,155.2,34.2,8.5,12.35,47.3,1.0
67.0,145.3,4.0,42.6,5.00,21.1,4.0
115.3,109.1,47.7,13.6,13.99,99.3,4.0
