longitude,latitude,Police_Force,Accident_Severity,Number_of_Vehicles,Number_of_Casualties,Day_of_Week,Time,Speed_limit,Light_Conditions,Date,time of police
76.65713025,8.874348159,1,3,2,2,4,19:56,50,4,9/11/2018,
76.66159656,8.864733714,1,3,2,1,3,17:21,30,4,8/11/2018,
76.69247164,8.894999922,1,3,2,1,5,9:30,30,1,10/11/2018,
76.66989853,8.880213001,1,3,2,2,4,17:25,70,1,12/10/2018,
76.67266693,8.875153437,1,3,2,1,5,9:45,50,1,27-10-2018,
76.69125013,8.879962272,1,3,2,1,4,8:12,50,1,9/11/2018,
76.67968887,8.867181219,1,2,2,1,2,7:32,50,1,14-11-2018,
76.6091897,8.880233992,1,2,2,2,2,8:21,30,1,7/11/2018,
76.6817293,8.885294923,1,3,2,1,2,7:05,30,1,7/11/2018,
76.65884988,8.878206687,1,3,2,1,2,14:00,40,1,31-10-2018,
76.65470874,8.89481902,1,3,2,1,1,10:05,40,1,20-11-2018,
76.63627584,8.878656634,1,2,3,1,5,6:30,30,5,17-11-2018,
76.67868576,8.868976467,1,3,3,2,1,14:43,30,1,13-11-2018,
76.6756461,8.887866936,1,3,3,1,2,8:45,30,1,7/11/2018,
76.63848743,8.891901139,1,3,1,1,4,6:32,30,4,23-11-2018,
76.67727862,8.884029797,1,3,1,1,1,14:30,30,1,20-11-2018,
76.6261389,8.895599655,1,3,1,1,3,16:00,30,1,22-11-2018,
76.66390757,8.87726783,1,3,1,1,6,8:10,30,1,18-11-2018,
76.67359951,8.864604636,1,3,1,1,1,15:24,30,1,13-11-2018,
76.65169636,8.883707814,1,3,2,1,4,22:30,30,4,23-11-2018,
76.61877659,8.86590909,1,3,1,1,4,18:18,30,4,23-11-2018,
76.68324273,8.875133983,1,3,2,1,6,17:49,30,4,18-11-2018,
76.6424896,8.891701618,1,2,2,1,6,16:38,30,1,18-11-2018,
76.64939756,8.875201924,1,3,1,1,3,17:20,30,1,22-11-2018,
76.64027888,8.883957133,1,3,2,1,1,6:50,70,1,13-11-2018,
76.67112468,8.870566378,1,3,2,1,2,7:15,30,1,14-11-2018,
76.64341801,8.876652757,1,3,2,1,7,15:40,30,1,26-11-2018,
76.67388974,8.895982211,1,2,2,1,3,18:20,30,1,15-11-2018,
76.63250143,8.871661959,1,3,2,1,7,12:11,30,1,5/11/2018,
76.69822539,8.890278718,1,3,2,1,4,7:30,60,1,9/11/2018,
76.62145643,8.865522783,1,3,3,5,2,22:43,30,4,14-11-2018,
76.63436573,8.866437687,1,3,2,1,6,19:40,70,4,11/11/2018,
76.62998767,8.86749031,1,3,2,1,5,11:55,30,1,17-11-2018,
76.61812339,8.891745076,1,3,2,1,7,17:14,30,4,19-11-2018,
76.69540203,8.88071456,1,2,1,1,5,16:15,30,4,24-11-2018,
76.6505,8.871191422,1,3,2,1,7,13:00,30,1,12/11/2018,
76.65754566,8.878640967,1,3,2,1,2,12:50,30,1,21-11-2018,
76.62175224,8.896032156,1,3,1,1,4,15:50,30,1,23-11-2018,
76.67166191,8.880794735,1,3,2,2,5,18:00,50,6,24-11-2018,
76.67765217,8.877049693,1,3,2,1,4,13:44,40,1,23-11-2018,
76.68769771,8.870066924,1,3,1,1,3,18:17,30,6,6/12/2018,
76.67844288,8.876413761,1,2,2,6,7,21:05,30,4,5/11/2018,
76.64234033,8.873611563,1,3,1,1,7,14:55,40,1,5/11/2018,
76.68316154,8.872819332,1,3,2,1,6,7:12,70,1,25-11-2018,
76.67436271,8.871152189,1,3,2,1,5,23:48,30,4,24-11-2018,
76.66041946,8.867116889,1,3,2,2,2,18:19,30,4,28-11-2018,
76.6557511,8.886025818,1,3,2,1,5,17:45,50,4,24-11-2018,
76.6721019,8.887068618,1,3,2,2,4,17:45,30,1,30-11-2018,
76.6903231,8.864959793,1,3,2,2,5,15:27,50,1,1/12/2018,
76.64572568,8.89369438,1,3,3,1,7,18:10,50,4,26-11-2018,
76.61282349,8.894670203,1,3,2,2,7,10:16,30,1,19-11-2018,
76.62085725,8.889375525,1,3,1,1,2,6:20,30,4,28-11-2018,
76.62137616,8.879848649,1,3,1,1,2,13:40,30,1,21-11-2018,
76.64607799,8.885688153,1,3,2,1,3,17:36,40,4,6/12/2018,
76.67809841,8.866102429,1,3,3,2,7,9:40,30,1,26-11-2018,
76.6713009,8.883103093,1,3,1,1,4,7:10,30,1,7/12/2018,
76.60887903,8.869823471,1,3,3,1,7,20:30,30,4,10/12/2018,
76.66011274,8.89305741,1,3,3,1,6,12:15,30,1,2/12/2018,
76.6269594,8.868603158,1,3,1,1,7,13:38,30,1,10/12/2018,
76.66669823,8.888496396,1,3,2,1,3,16:00,30,4,6/12/2018,
76.64472681,8.894372715,1,3,2,2,2,19:23,40,4,28-11-2018,
76.61297032,8.891259745,1,3,2,3,5,8:05,30,1,8/12/2018,
76.65256692,8.877163712,1,3,2,2,3,11:29,40,1,29-11-2018,
76.69299659,8.885910899,1,3,2,1,6,19:30,70,4,9/12/2018,
76.63576047,8.869020021,1,3,2,1,2,19:50,30,4,12/12/2018,
76.6522368,8.873227408,1,3,2,1,3,6:54,30,4,29-11-2018,
76.66599938,8.895968421,1,3,2,1,4,7:55,30,1,30-11-2018,
76.63281248,8.881194601,1,3,2,2,2,22:10,30,4,12/12/2018,
76.67861765,8.877450982,1,3,2,1,3,13:45,30,1,13-12-2018,
76.62504407,8.884092176,1,3,2,1,6,18:01,30,4,16-12-2018,
76.66721742,8.86474596,1,3,2,1,2,10:05,40,1,5/12/2018,
76.67543526,8.88144539,1,3,3,2,7,15:08,30,1,10/12/2018,
76.66921992,8.870888973,1,3,2,1,5,22:02,30,4,1/12/2018,
76.68032093,8.880688719,1,3,3,2,2,17:25,30,4,5/12/2018,
76.67926486,8.872048055,1,3,2,1,3,10:47,30,1,6/12/2018,
76.67490298,8.875877428,1,2,2,1,5,17:42,30,4,8/12/2018,
76.61881265,8.875226986,1,3,2,1,6,23:20,30,4,16-12-2018,
76.6512733,8.871174327,1,3,2,1,4,17:30,30,4,14-12-2018,
76.69763991,8.879076467,1,3,1,1,7,22:52,30,4,17-12-2018,
76.65185543,8.892991351,1,3,2,2,5,23:45,30,4,15-12-2018,
76.69450059,8.892693239,1,3,2,1,6,11:30,60,1,25-11-2018,
76.62146981,8.889309553,1,3,1,1,4,12:45,30,1,30-11-2018,
76.61828879,8.867780785,1,2,2,1,4,17:00,30,4,30-11-2018,
76.61076949,8.880418308,1,3,2,1,5,16:40,30,7,1/12/2018,
76.65395741,8.870910128,1,3,1,1,7,15:47,30,1,26-11-2018,
76.68827882,8.881600432,1,3,1,1,3,17:39,30,1,29-11-2018,
76.67044095,8.869528972,1,3,1,1,3,19:15,30,4,6/12/2018,
76.61850516,8.870235177,1,3,2,1,5,10:10,30,1,10/11/2018,
76.68797752,8.866673953,1,3,2,1,6,18:08,30,4,4/11/2018,
76.67939657,8.880481406,1,3,1,1,6,13:58,40,1,9/12/2018,
76.63203395,8.893545067,1,3,2,1,2,7:00,30,4,12/12/2018,
76.6592218,8.884130891,1,3,1,1,4,16:07,30,1,16-11-2018,
76.66397051,8.87229538,1,3,1,1,4,14:40,30,1,7/12/2018,
76.64708045,8.865344637,1,3,1,1,6,6:09,30,4,23-12-2018,
76.64816423,8.891656724,1,2,2,1,7,22:55,60,6,24-12-2018,
76.63493469,8.866361829,1,3,2,1,2,13:30,30,1,12/12/2018,
76.64032707,8.882733263,1,3,2,1,7,0:43,30,4,24-12-2018,
76.61442973,8.876322273,1,3,2,1,7,17:03,30,4,24-12-2018,
76.62879359,8.887855056,1,3,2,1,1,18:30,30,4,25-12-2018,
76.6607095,8.888445286,1,3,3,2,3,23:07,30,4,27-12-2018,
76.61326766,8.866612933,1,3,2,2,5,15:00,30,1,22-12-2018,
76.65068793,8.867446668,1,3,2,2,5,18:00,30,4,22-12-2018,
76.62154421,8.868500685,1,3,3,1,5,22:50,30,4,22-12-2018,
76.67758585,8.86815296,1,3,2,1,6,15:37,30,1,23-12-2018,
76.67594429,8.892780399,1,3,1,1,4,3:01,30,4,28-12-2018,
76.65302875,8.895827118,1,2,4,1,6,20:10,30,4,23-12-2018,
76.69740979,8.893823114,1,3,2,1,6,14:33,70,1,30-12-2018,
76.65743279,8.884805515,1,2,2,1,7,15:05,30,1,31-12-2018,
76.6906537,8.87029003,1,3,2,1,7,15:30,50,1,31-12-2018,
76.67065588,8.875734756,1,3,2,1,3,12:05,30,1,13-12-2018,
76.69362864,8.885547826,1,3,2,1,6,19:30,30,4,2/12/2018,
76.68222693,8.865403817,1,3,2,1,5,13:05,30,1,8/12/2018,
76.66462348,8.889178408,1,3,1,1,7,2:30,30,4,10/12/2018,
76.6346741,8.870946565,1,3,1,1,6,8:50,30,1,16-12-2018,
76.62897173,8.890125775,1,3,2,1,6,13:00,30,1,16-12-2018,
76.68824139,8.883000872,1,3,2,1,6,18:20,30,4,16-12-2018,
76.6435544,8.86520605,1,3,2,1,7,9:50,30,1,17-12-2018,
76.64060264,8.873331143,1,3,2,1,5,18:45,30,5,22-12-2018,
76.68790951,8.878721185,1,3,2,1,7,15:00,30,1,24-12-2018,
76.67432611,8.87701969,1,3,2,1,7,16:40,30,4,31-12-2018,
76.68427048,8.883540781,1,3,2,1,6,10:00,30,1,23-12-2018,
76.61530338,8.868034382,1,3,3,1,7,1:29,30,4,17-12-2018,
76.68984164,8.887491692,1,3,1,1,1,10:47,30,1,11/12/2018,
76.62514132,8.872135244,1,3,2,1,6,8:05,30,1,16-12-2018,
76.66503584,8.889218553,1,3,1,1,3,10:40,30,1,13-12-2018,
76.64725828,8.889829946,1,3,3,1,2,7:29,30,5,21-11-2018,
76.6413693,8.864806271,1,3,1,2,2,20:25,30,6,19-12-2018,
76.68459371,8.886187909,1,3,3,3,5,15:22,30,1,10/11/2018,
76.67573689,8.891897552,1,3,2,1,1,11:45,30,1,4/12/2018,
76.61586251,8.881597646,1,3,1,1,4,15:51,30,1,7/12/2018,
76.66424196,8.886613747,1,3,2,1,6,7:25,30,1,9/12/2018,
76.65294923,8.880098936,1,2,1,1,6,15:30,30,1,9/12/2018,
76.67639545,8.883209953,1,3,1,1,5,21:00,30,4,15-12-2018,
76.6882842,8.871674451,1,3,2,1,6,20:30,30,4,16-12-2018,
76.65485541,8.866165125,1,3,2,1,1,21:51,30,4,18-12-2018,
76.69633698,8.894093352,1,3,1,1,4,11:37,30,1,21-12-2018,
76.64397745,8.876649609,1,3,2,1,3,19:38,30,4,20-12-2018,
76.68294881,8.880793735,1,3,3,1,1,16:31,40,4,4/12/2018,
76.64945115,8.887481928,1,3,2,1,2,22:00,70,4,12/12/2018,
76.68215148,8.880142984,1,3,2,1,2,18:49,30,4,12/12/2018,
76.61539731,8.8931188,1,2,2,1,5,18:19,30,4,15-12-2018,
76.62378503,8.882388976,1,3,3,1,6,17:06,30,4,16-12-2018,
76.697421,8.873964701,1,3,1,1,7,10:40,30,1,17-12-2018,
76.69148098,8.878205461,1,3,2,1,4,18:45,30,4,23-11-2018,
76.65696576,8.871942167,1,3,1,2,7,19:35,30,4,10/12/2018,
76.68924796,8.884352206,1,3,2,1,2,6:17,30,4,19-12-2018,
76.68195326,8.875899877,1,3,2,1,3,13:17,70,1,20-12-2018,
76.69603835,8.866760348,1,3,3,1,6,14:06,30,1,7/10/2018,
76.69063739,8.876486508,1,3,2,1,3,12:15,30,1,20-12-2018,
76.63362467,8.870160388,1,3,2,1,4,13:25,30,1,21-12-2018,
76.65562555,8.875104471,1,3,2,1,4,12:23,30,1,7/12/2018,
76.65584373,8.874631602,1,3,3,1,7,18:20,30,4,24-12-2018,
76.61709913,8.87059761,1,3,2,1,2,7:15,30,4,5/12/2018,
76.67961125,8.893415135,1,3,2,2,7,16:30,30,4,3/12/2018,
76.65393919,8.890779574,1,3,2,1,1,10:30,30,1,11/12/2018,
76.63415807,8.877518972,1,3,2,1,3,0:55,30,4,27-12-2018,
76.67768445,8.871605825,1,3,2,1,5,6:45,70,1,24-11-2018,
76.63461081,8.875278548,1,3,2,1,4,13:30,30,1,14-12-2018,
76.65635729,8.896420062,1,3,2,1,5,6:45,30,1,10/11/2018,
76.65704086,8.877874193,1,3,2,1,2,17:40,30,4,12/12/2018,
76.61111136,8.89582081,1,3,2,1,1,14:02,50,1,30-10-2018,
76.62496118,8.866777732,1,3,3,1,5,8:20,30,1,3/11/2018,
76.68185621,8.864707974,1,3,1,1,5,13:45,30,1,25-08-2018,
76.67716043,8.894489306,1,2,2,1,4,20:38,40,4,23-11-2018,
76.63121008,8.892744226,1,3,2,1,6,15:25,30,1,4/11/2018,
76.69347949,8.869967252,1,3,2,2,7,0:44,30,4,19-11-2018,
76.69727617,8.888860045,1,3,1,1,5,17:20,30,1,1/12/2018,
76.65997117,8.887935667,1,3,1,1,7,11:57,30,1,1/1/2018,
76.6898672,8.87504772,1,3,3,1,7,18:18,30,4,8/1/2018,
76.66118432,8.893878578,1,3,1,1,4,6:40,30,4,12/1/2018,
76.66386403,8.874059091,1,3,2,1,5,18:48,30,1,6/1/2018,
76.62947554,8.879084185,1,3,2,1,3,18:04,30,4,4/1/2018,
76.69047218,8.882284762,1,3,2,1,2,11:15,30,1,10/1/2018,
76.6663252,8.867336129,1,3,2,2,4,23:49,30,4,12/1/2018,
76.64587976,8.868531285,1,3,2,1,3,5:30,30,4,11/1/2018,
76.61994557,8.878938999,1,3,2,1,4,8:55,30,1,12/1/2018,
76.64879824,8.890902591,1,3,2,1,5,23:57,40,4,13-01-2018,
76.6215307,8.882649173,1,3,2,1,1,19:57,30,4,16-01-2018,
76.65817814,8.896122427,1,3,2,1,7,10:02,30,1,8/1/2018,
76.65846335,8.872807815,1,3,1,1,4,17:50,30,4,12/1/2018,
76.62533211,8.878917929,1,3,2,1,6,12:45,50,1,14-01-2018,
76.69556656,8.892787128,1,3,2,1,6,8:06,40,1,14-01-2018,
76.69652873,8.865051599,1,3,2,1,3,10:45,30,1,18-01-2018,
76.67767585,8.877381794,1,3,2,1,1,12:49,30,1,30-01-2018,
76.66570588,8.886436822,1,2,1,1,6,16:13,30,1,28-01-2018,
76.67085108,8.89595004,1,3,1,1,5,23:15,30,4,27-01-2018,
76.6205217,8.887183892,1,3,2,1,5,17:20,30,4,27-01-2018,
76.61856557,8.886007144,1,3,1,1,3,8:25,50,1,25-01-2018,
76.61341651,8.871698296,1,3,2,1,1,10:00,30,1,30-01-2018,
76.61554513,8.884475353,1,3,2,1,2,13:28,30,1,24-01-2018,
76.64888913,8.872382606,1,3,2,1,1,16:33,30,4,23-01-2018,
76.6763636,8.894397755,1,2,3,1,3,17:56,30,4,25-01-2018,
76.64279518,8.868402343,1,3,2,2,6,21:55,40,4,21-01-2018,
76.67101153,8.891490099,1,3,2,1,6,8:30,30,1,14-01-2018,
76.69638065,8.877141457,1,3,2,1,7,20:30,30,4,22-01-2018,
76.67603086,8.88319234,1,3,2,1,2,9:05,30,1,31-01-2018,
76.64491133,8.883364699,1,2,2,1,6,17:37,30,4,28-01-2018,
76.69099914,8.883980773,1,3,2,1,2,18:35,30,4,31-01-2018,
76.62723331,8.89402636,1,3,2,1,6,21:59,30,4,28-01-2018,
76.64328244,8.890450249,1,3,1,1,7,6:28,40,1,12/2/2018,
76.69673653,8.86952453,1,3,2,1,4,16:36,30,4,23-02-2018,
76.62422674,8.88456125,1,3,3,1,6,18:00,30,1,28-01-2018,
76.66028952,8.887280082,1,3,2,2,7,14:40,30,1,29-01-2018,
76.68310232,8.894724467,1,3,1,1,7,0:15,40,4,1/1/2018,
76.68860664,8.887818252,1,2,1,1,4,14:02,40,1,5/1/2018,
76.63675962,8.8751456,1,3,3,1,2,18:10,70,4,10/1/2018,
76.62279667,8.894347901,1,3,1,1,2,14:18,30,1,3/1/2018,
76.63269181,8.881214853,1,3,3,1,3,17:00,30,4,4/1/2018,
76.6993406,8.864943349,1,3,1,1,6,0:26,30,4,7/1/2018,
76.66527044,8.868899456,1,2,2,1,6,8:05,40,1,7/1/2018,
76.66952038,8.895617051,1,3,4,1,3,13:40,30,1,11/1/2018,
76.68030162,8.879393215,1,3,1,1,6,10:04,30,1,7/1/2018,
76.66692118,8.873521751,1,3,3,1,2,17:25,30,4,3/1/2018,
76.62514401,8.895280853,1,3,2,2,1,17:38,30,4,2/1/2018,
76.64570357,8.86547128,1,3,2,1,3,12:52,30,1,4/1/2018,
76.62712696,8.882551384,1,3,2,2,3,19:31,30,4,4/1/2018,
76.69509019,8.864472306,1,3,1,1,4,22:22,30,4,5/1/2018,
76.68818577,8.884853907,1,3,2,1,6,11:28,30,1,7/1/2018,
76.69821626,8.893879912,1,3,1,1,1,11:16,30,1,2/1/2018,
76.61410357,8.89157504,1,3,2,1,3,16:30,30,4,4/1/2018,
76.66602194,8.876390084,1,3,2,2,2,15:50,30,1,10/1/2018,
76.64170192,8.869081164,1,3,2,1,3,23:02,30,4,11/1/2018,
76.62692299,8.876875286,1,3,2,1,4,15:15,30,1,12/1/2018,
76.62082532,8.879283327,1,3,3,1,7,22:00,30,4,8/1/2018,
76.67713148,8.877709849,1,3,2,1,2,13:44,30,1,24-01-2018,
76.64987687,8.866665038,1,3,2,1,1,15:09,30,1,16-01-2018,
76.6640636,8.865973961,1,3,1,1,5,15:45,30,1,27-01-2018,
76.61948538,8.87681398,1,3,4,1,3,18:18,40,4,25-01-2018,
76.69337594,8.874482574,1,2,1,1,5,20:40,30,4,27-01-2018,
76.62313198,8.88378608,1,3,3,4,1,10:33,50,1,2/1/2018,
76.66608684,8.867068643,1,2,1,1,7,18:56,30,4,15-01-2018,
76.69561687,8.865268207,1,3,2,1,2,16:39,30,4,17-01-2018,
76.67880908,8.882017249,1,3,1,1,2,9:00,30,1,17-01-2018,
76.68950846,8.894665004,1,3,2,1,4,19:41,30,4,19-01-2018,
76.64458263,8.879994808,1,3,1,2,7,9:50,70,1,29-01-2018,
76.66557326,8.895932119,1,3,2,1,1,23:30,30,4,9/1/2018,
76.63958642,8.868850557,1,2,2,1,2,12:50,30,1,24-01-2018,
76.65492087,8.874387195,1,3,2,1,3,13:20,30,1,1/2/2018,
76.69267341,8.893196695,1,3,2,1,7,18:25,30,4,5/2/2018,
76.6680213,8.879533886,1,3,1,1,5,14:43,30,1,13-01-2018,
76.64266437,8.877549982,1,3,2,2,5,18:00,30,4,13-01-2018,
76.68164503,8.892511275,1,3,1,1,5,10:43,30,1,13-01-2018,
76.66729432,8.885459224,1,3,2,1,6,20:05,50,1,7/1/2018,
76.69082776,8.882343031,1,3,1,1,6,16:46,30,4,14-01-2018,
76.68326671,8.883770245,1,3,2,1,5,17:02,40,1,27-01-2018,
76.69018099,8.87292701,1,3,2,1,1,1:45,40,4,30-01-2018,
76.65227517,8.874125911,1,3,2,1,3,6:48,40,4,11/1/2018,
76.65627185,8.890367748,1,3,1,1,6,13:30,30,1,28-01-2018,
76.65377599,8.888473814,1,3,2,1,2,9:15,30,1,7/2/2018,
76.60975864,8.892714373,1,3,1,1,3,18:25,30,4,8/2/2018,
76.66659686,8.883599478,1,2,2,1,1,14:40,30,1,6/2/2018,
76.63041152,8.876815963,1,3,2,1,2,1:00,30,4,14-02-2018,
76.67761759,8.876287237,1,3,2,1,7,20:50,40,4,12/2/2018,
76.63668497,8.882639729,1,3,3,1,5,15:15,70,1,10/2/2018,
76.67213648,8.896190297,1,2,4,1,3,7:12,30,1,1/2/2018,
76.67799721,8.865349409,1,3,2,1,2,12:54,30,1,31-01-2018,
76.62664223,8.887702873,1,3,2,1,7,12:25,40,1,29-01-2018,
76.68654845,8.865960974,1,3,2,1,7,12:51,30,1,29-01-2018,
76.69684637,8.864623983,1,3,2,2,7,16:40,30,4,29-01-2018,
76.65719068,8.87326938,1,3,2,1,2,7:35,70,4,24-01-2018,
76.68039471,8.895759526,1,3,4,3,6,15:30,30,1,28-01-2018,
76.66680205,8.8653945,1,3,2,1,5,13:49,30,1,20-01-2018,
76.61389773,8.879608896,1,3,2,1,4,12:15,40,1,16-02-2018,
76.64947344,8.882770478,1,3,1,2,1,13:23,30,1,13-02-2018,
76.6306555,8.872820363,1,2,4,2,4,8:20,50,1,9/2/2018,
76.61154795,8.871741244,1,3,4,1,7,17:00,30,1,12/2/2018,
76.65097539,8.864633803,1,3,1,1,6,11:45,30,1,18-02-2018,
76.65652364,8.88700739,1,3,2,1,3,13:00,40,1,15-02-2018,
76.66837158,8.894698146,1,3,2,1,3,16:05,30,1,15-02-2018,
76.67134302,8.878002609,1,3,2,1,5,20:30,30,4,17-02-2018,
76.61927988,8.875353137,1,3,2,1,5,10:08,70,1,27-01-2018,
76.65013633,8.895736647,1,3,2,1,6,14:36,30,1,21-01-2018,
76.63860971,8.870055417,1,3,1,1,6,15:03,30,1,21-01-2018,
76.6151991,8.881557904,1,3,3,2,2,5:40,70,4,24-01-2018,
76.6476827,8.873320382,1,3,1,1,4,19:05,40,4,12/1/2018,
76.69298232,8.881233553,1,3,1,1,1,13:45,30,1,23-01-2018,
76.68104125,8.892858418,1,3,2,2,6,12:20,30,1,21-01-2018,
76.69869523,8.871019718,1,3,2,1,3,20:05,30,4,11/1/2018,
76.68367168,8.89565208,1,3,2,2,4,22:07,30,4,9/2/2018,
76.64741337,8.885370535,1,3,2,1,1,12:45,30,1,13-02-2018,
76.67257263,8.890087558,1,3,2,1,4,12:33,40,1,23-02-2018,
76.69238862,8.866346555,1,2,2,1,3,8:45,30,1,22-02-2018,
76.69858652,8.886343107,1,3,1,1,2,8:53,30,1,21-02-2018,
76.6098235,8.868707606,1,3,2,2,6,20:10,40,4,18-02-2018,
76.66871915,8.869374018,1,3,2,1,1,1:05,30,4,20-02-2018,
76.65794386,8.893716435,1,3,3,1,6,18:45,50,4,18-02-2018,
76.66650234,8.880054628,1,3,1,1,6,9:14,30,1,11/2/2018,
76.61772589,8.866495178,1,3,1,1,4,20:07,30,1,2/2/2018,
76.68269164,8.889217007,1,3,2,1,7,22:30,30,4,19-02-2018,
76.61162383,8.881623166,1,3,1,1,4,8:57,30,1,2/2/2018,
76.6650755,8.889472294,1,3,2,1,6,22:00,30,4,18-02-2018,
76.66125783,8.890710364,1,3,2,1,6,9:45,30,1,25-02-2018,
76.67241613,8.884102313,1,3,2,1,6,7:15,30,1,18-02-2018,
76.69009071,8.872732584,1,2,1,1,5,17:00,30,4,6/1/2018,
76.67425837,8.886433106,1,3,2,1,3,20:35,30,4,18-01-2018,
76.65276336,8.877286627,1,2,2,1,1,16:15,30,1,23-01-2018,
76.64341798,8.891534249,1,3,1,1,3,18:00,30,7,18-01-2018,
76.62618795,8.872023535,1,3,3,1,3,8:30,30,1,18-01-2018,
76.61648644,8.873350599,1,3,2,1,5,16:50,30,7,20-01-2018,
76.68961878,8.895829807,1,3,2,1,7,11:50,30,1,22-01-2018,
76.63816833,8.885567125,1,3,3,1,7,11:30,30,1,29-01-2018,
76.69305811,8.87964526,1,3,2,2,5,8:55,30,1,27-01-2018,
76.67061262,8.867598181,1,3,2,1,7,16:30,30,4,15-01-2018,
76.65640596,8.870362017,1,3,2,2,4,12:00,30,1,5/1/2018,
76.64006411,8.879095963,1,2,2,3,7,11:25,30,1,22-01-2018,
76.61770481,8.876720307,1,3,2,1,2,8:45,30,1,31-01-2018,
76.67186391,8.885653145,1,3,4,2,3,18:15,50,4,1/2/2018,
76.68039465,8.890989284,1,3,2,1,6,20:30,30,4,25-02-2018,
76.62428939,8.884372806,1,3,2,1,2,0:25,30,4,28-02-2018,
76.67717596,8.888783985,1,3,2,1,5,7:05,30,1,17-02-2018,
76.6176711,8.892444865,1,3,2,1,3,16:39,30,1,22-02-2018,
76.68951999,8.89441075,1,3,1,1,6,0:15,30,4,4/2/2018,
76.61045802,8.867955064,1,3,2,1,4,15:22,30,1,23-02-2018,
76.62137318,8.879717587,1,3,1,1,2,11:00,30,1,14-02-2018,
76.6193473,8.895402755,1,3,1,1,4,16:50,30,1,26-01-2018,
76.65617711,8.876579269,1,2,2,2,7,14:18,70,1,5/3/2018,
76.61384089,8.865830366,1,3,3,1,5,8:00,70,1,24-02-2018,
76.64279624,8.895766184,1,3,3,1,1,19:02,70,4,6/3/2018,
76.67428401,8.870650344,1,3,2,1,4,17:05,30,1,16-02-2018,
76.64958013,8.87140659,1,3,2,1,3,18:20,30,4,1/2/2018,
76.63430641,8.866984617,1,3,3,1,7,11:00,30,1,29-01-2018,
76.65702654,8.892771334,1,3,2,1,1,20:00,30,1,27-02-2018,
76.65955161,8.883872659,1,3,2,1,4,15:25,30,1,2/3/2018,
76.6962576,8.880718469,1,2,1,1,7,19:00,30,4,26-02-2018,
76.65569116,8.875887278,1,3,2,1,6,15:58,30,1,28-01-2018,
76.67206305,8.878142055,1,2,1,1,7,23:30,30,4,15-01-2018,
76.67107332,8.873349153,1,3,2,1,3,18:30,30,4,8/2/2018,
76.66192015,8.87591588,1,3,2,1,5,8:50,30,1,17-02-2018,
76.67350069,8.885990652,1,3,2,1,6,23:20,30,4,18-02-2018,
76.66710625,8.876665379,1,3,3,1,7,21:48,70,4,26-02-2018,
76.63346527,8.883547388,1,3,1,1,1,20:05,30,4,27-02-2018,
76.64593438,8.888125249,1,3,2,1,1,16:45,30,1,2/1/2018,
76.62353235,8.868307517,1,2,2,2,6,17:13,30,1,4/3/2018,
76.69021879,8.870881394,1,3,1,1,5,15:20,30,1,3/3/2018,
76.61821705,8.872094368,1,3,2,1,2,8:57,30,1,21-02-2018,
76.63316148,8.894925122,1,2,1,1,6,12:45,40,1,25-02-2018,
76.62309697,8.867799884,1,3,2,3,3,20:30,30,4,1/3/2018,
76.69511798,8.882000773,1,3,1,1,2,13:20,30,1,28-02-2018,
76.67537278,8.888497061,1,3,2,2,6,20:09,30,4,4/3/2018,
76.61999194,8.886910791,1,3,2,1,1,11:45,30,1,6/3/2018,
76.61887736,8.873047264,1,3,1,2,4,12:30,30,1,9/3/2018,
76.61682292,8.88071834,1,3,2,2,7,12:50,30,1,12/3/2018,
76.630031,8.868620355,1,3,2,1,3,16:32,40,1,8/3/2018,
76.67032805,8.875373346,1,3,2,1,6,8:30,30,1,4/3/2018,
76.61818366,8.882105548,1,3,2,2,3,23:00,30,4,8/3/2018,
76.6616865,8.881110876,1,3,3,1,3,20:30,30,4,8/3/2018,
76.61000312,8.864539572,1,3,1,1,4,15:20,30,1,2/3/2018,
76.6359669,8.873988114,1,3,2,1,5,13:35,30,1,3/3/2018,
76.66949134,8.874787979,1,3,2,1,3,18:40,30,4,1/3/2018,
76.69887103,8.867338315,1,3,2,1,3,15:45,30,1,1/3/2018,
76.66539947,8.889317006,1,3,2,1,3,11:50,30,1,1/2/2018,
76.68878865,8.876875691,1,3,2,4,4,20:02,30,1,12/1/2018,
76.62207763,8.871716105,1,3,1,1,4,16:20,30,1,9/3/2018,
76.67787438,8.8839151,1,3,1,1,4,21:03,30,4,23-03-2018,
76.61847503,8.88151588,1,3,2,1,4,15:57,30,1,9/3/2018,
76.62951694,8.869748322,1,3,1,1,7,16:06,30,1,5/3/2018,
76.65867101,8.873574003,1,3,1,1,5,14:49,40,1,17-02-2018,
76.68943672,8.869921353,1,3,2,1,5,12:00,30,1,10/3/2018,
76.64842415,8.865887169,1,3,2,1,7,9:03,30,1,19-02-2018,
76.63119176,8.892175592,1,3,2,1,3,12:30,30,1,22-03-2018,
76.6098692,8.88198101,1,3,2,1,3,13:30,30,1,15-03-2018,
76.69881668,8.87362332,1,3,2,1,1,13:30,40,1,20-03-2018,
76.65088841,8.881583743,1,3,2,1,2,8:15,70,1,14-03-2018,
76.64590198,8.876533933,1,3,2,1,1,9:10,30,1,13-03-2018,
76.63015903,8.892498496,1,3,3,2,4,19:25,30,4,23-03-2018,
76.68544849,8.880189757,1,3,3,1,6,14:00,40,1,18-03-2018,
